0,1
41.706955,-31.298016
125.90946,29.438072
-153.05138,48.190464
-58.16169,66.864105
-84.17071,-26.938643
39.537758,52.101467
-11.927865,171.52365
73.82879,-78.547
-9.97637,161.25214
-91.293076,50.155624
106.03729,-62.68062
-11.320918,-20.948456
105.49962,-116.158745
70.84255,121.58183
-4.9947286,140.39322
-64.20163,-118.66957
29.093489,11.923623
-2.5709312,-85.03528
39.177616,109.34489
-47.00712,-7.1838536
-181.93845,25.614878
122.18864,41.833363
-60.52105,0.9329445
-58.30579,67.12
2.6791997,108.27194
-13.033252,19.517609
-117.81327,17.068525
88.61244,-80.8881
-51.91375,-93.30788
-36.34221,-83.83205
112.19491,-126.0187
-3.4838176,-77.338356
32.808205,134.17055
-45.612007,-5.7687755
98.164955,17.600578
1.5050466,-13.57768
29.093071,105.483505
101.69254,23.481533
-102.74187,-58.38453
62.8829,120.040405
-39.326237,132.22137
15.346687,-99.3738
-94.39189,-71.97049
-52.672035,-6.480411
66.459145,-119.63275
-86.79966,-26.409286
0.7688419,-138.36276
10.242774,-32.478455
60.557903,-125.71536
75.55444,-85.02317
117.466064,-77.290054
156.2511,27.788963
-114.45136,-107.18549
-82.287224,20.299688
-84.185585,-18.681276
-14.739391,-107.8223
163.031,16.170229
-55.65578,-22.349743
-164.22484,16.66376
-44.287357,60.50498
-182.89565,37.1111
-77.83031,39.170246
44.007168,102.370544
126.198326,31.305206
-150.8629,56.924995
-10.374425,-21.757284
51.20642,109.01245
-25.701773,99.10409
181.6145,20.39899
117.6707,-0.84771127
-2.1411502,110.41062
-61.701805,-121.036354
-11.911614,128.8864
53.230007,115.43143
81.77425,-115.1849
108.86951,15.057145
-23.27905,33.85804
-47.20902,83.26347
-42.751114,77.737305
-60.957592,-120.8168
136.3642,-5.980098
107.98367,16.495386
34.616028,9.442908
69.71559,120.338524
-99.27869,-81.33107
13.840856,-92.940834
99.86346,-128.47638
-55.410156,-32.650356
161.41278,4.9546456
-108.41182,61.87331
69.503586,117.68645
-69.39214,-129.79503
-153.04083,27.71545
49.43523,111.68032
-4.579683,-107.76796
108.772865,10.7918625
-84.61081,-93.79498
-4.1499443,-95.31434
82.662766,-110.320984
-68.15468,77.6273
20.439253,-52.497116
-90.84947,-121.7716
-5.9325414,134.41983
-80.9279,-106.41678
0.064315215,173.97577
-50.78245,88.07027
36.587364,120.15551
117.338715,-51.436558
184.09111,28.167233
4.7149568,63.846134
-164.69818,-38.336292
78.83454,-73.31546
-40.08014,138.54251
-36.38528,71.22414
158.67581,51.69187
-102.39218,48.761948
-111.37177,-28.90244
-4.4224463,45.352154
136.88239,8.246367
119.31379,44.63453
-79.43287,-79.807236
168.42493,36.28697
-5.818168,31.604267
-51.82575,-121.36875
-7.5121236,118.25437
15.006171,-99.59188
21.125772,113.07774
-92.06875,56.145786
-54.11444,143.35857
55.20964,96.32814
72.63295,-108.65934
-87.677826,52.876183
96.17729,-63.749775
-71.11664,-2.3281794
3.901111,183.68283
108.053955,-42.517204
87.86573,-121.037025
6.981135,-101.428474
55.796497,-19.331001
